smiles,ligand_smiles,metal_symbol,atomic_number,period,group_number,block,pauling_electronegativity,d_electron_count_proxy,f_electron_count_proxy,s_electron_count_proxy,p_electron_count_proxy,encoded_metal_donor_count,encoded_O_donor_count,encoded_N_donor_count,encoded_S_donor_count,encoded_P_donor_count,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,logK
[Ce+3]<-OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O,O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Ce,58,6,3,f,1.12,0,1,0,0,0,0,0,0,0,-1.137167309,10.6142341,0,0.155033375,520.466,496.274,520.0468879,151,1,0.555555556,0.814814815,1.037037037,0,402.8143762,19.94938299,14.70383913,17.84389407,12.20128506,7.677204469,7.677204469,5.221008958,5.221008958,2.911182114,2.911182114,1.902453147,1.902453147,-0.903376623,208625.022,28.30756576,17.21244191,19.65819518,188.9360372,29.89983549,0,0,0,0,65.62451232,28.9779682,0,0,0,0,0,13.08951281,52.60655348,90.82527539,23.87722115,0,9.799819462,0,0,65.69606629,0,0,0,0,0,0,0,119.7992165,28.65187464,41.74729117,0,0,0,0,0,174.14,50.05624678,19.17814874,0,81.26433184,0,0,9.799819462,0,0,0,29.89983549,10.41816725,0,44.87599004,34.711224,0,-4.548669238,0,0,-0.790045395,0,0.714285714,27,4,12,0,0,0,0,0,0,8,4,13,17,0,0,0,0,-2.038,85.0612,4,0,0,0,0,0,0,0,4,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15.75
[Ce+3]<-OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O,O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Ce,58,6,3,f,1.12,0,1,0,0,0,0,0,0,0,-1.137167309,10.6142341,0,0.155033375,520.466,496.274,520.0468879,151,1,0.555555556,0.814814815,1.037037037,0,402.8143762,19.94938299,14.70383913,17.84389407,12.20128506,7.677204469,7.677204469,5.221008958,5.221008958,2.911182114,2.911182114,1.902453147,1.902453147,-0.903376623,208625.022,28.30756576,17.21244191,19.65819518,188.9360372,29.89983549,0,0,0,0,65.62451232,28.9779682,0,0,0,0,0,13.08951281,52.60655348,90.82527539,23.87722115,0,9.799819462,0,0,65.69606629,0,0,0,0,0,0,0,119.7992165,28.65187464,41.74729117,0,0,0,0,0,174.14,50.05624678,19.17814874,0,81.26433184,0,0,9.799819462,0,0,0,29.89983549,10.41816725,0,44.87599004,34.711224,0,-4.548669238,0,0,-0.790045395,0,0.714285714,27,4,12,0,0,0,0,0,0,8,4,13,17,0,0,0,0,-2.038,85.0612,4,0,0,0,0,0,0,0,4,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15.75
[Gd+3]<-OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O,O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Gd,64,6,3,f,1.2,0,7,0,0,0,0,0,0,0,-1.137167309,10.6142341,0,0.149964624,537.6,513.408,538.0655531,155,1,0.555555556,0.814814815,1.037037037,0,402.8143762,19.94938299,14.55739252,16.82586125,12.20128506,7.677204469,7.677204469,5.221008958,5.221008958,2.911182114,2.911182114,1.902453147,1.902453147,-0.955324675,208625.022,28.2560809,17.16406648,19.60734081,187.2387604,29.89983549,0,0,0,0,63.81760044,28.9779682,0,0,0,0,0,13.08951281,52.60655348,89.01836351,23.87722115,0,9.799819462,0,0,65.69606629,0,0,0,0,0,0,0,119.7992165,28.65187464,39.94037929,0,0,0,0,0,174.14,50.05624678,19.17814874,0,79.45741996,0,0,9.799819462,0,0,0,29.89983549,10.41816725,0,44.87599004,34.711224,0,-4.548669238,0,0,-0.790045395,0,0.714285714,27,4,12,0,0,0,0,0,0,8,4,13,17,0,0,0,0,-2.038,85.0612,4,0,0,0,0,0,0,0,4,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16.95
[Nd+3]<-OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O,O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Nd,60,6,3,f,1.14,0,3,0,0,0,0,0,0,0,-1.137167309,10.6142341,0,0.153777601,524.59,500.398,522.0491725,151,1,0.555555556,0.814814815,1.037037037,0,402.8143762,19.94938299,14.70383913,17.91193837,12.20128506,7.677204469,7.677204469,5.221008958,5.221008958,2.911182114,2.911182114,1.902453147,1.902453147,-0.929350649,208625.022,28.28182308,17.1882527,19.63276746,188.0827869,29.89983549,0,0,0,0,64.71603444,28.9779682,0,0,0,0,0,13.08951281,52.60655348,89.91679751,23.87722115,0,9.799819462,0,0,65.69606629,0,0,0,0,0,0,0,119.7992165,28.65187464,40.83881329,0,0,0,0,0,174.14,50.05624678,19.17814874,0,80.35585396,0,0,9.799819462,0,0,0,29.89983549,10.41816725,0,44.87599004,34.711224,0,-4.548669238,0,0,-0.790045395,0,0.714285714,27,4,12,0,0,0,0,0,0,8,4,13,17,0,0,0,0,-2.038,85.0612,4,0,0,0,0,0,0,0,4,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16.08
[Nd+3]<-OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O,O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Nd,60,6,3,f,1.14,0,3,0,0,0,0,0,0,0,-1.137167309,10.6142341,0,0.153777601,524.59,500.398,522.0491725,151,1,0.555555556,0.814814815,1.037037037,0,402.8143762,19.94938299,14.70383913,17.91193837,12.20128506,7.677204469,7.677204469,5.221008958,5.221008958,2.911182114,2.911182114,1.902453147,1.902453147,-0.929350649,208625.022,28.28182308,17.1882527,19.63276746,188.0827869,29.89983549,0,0,0,0,64.71603444,28.9779682,0,0,0,0,0,13.08951281,52.60655348,89.91679751,23.87722115,0,9.799819462,0,0,65.69606629,0,0,0,0,0,0,0,119.7992165,28.65187464,40.83881329,0,0,0,0,0,174.14,50.05624678,19.17814874,0,80.35585396,0,0,9.799819462,0,0,0,29.89983549,10.41816725,0,44.87599004,34.711224,0,-4.548669238,0,0,-0.790045395,0,0.714285714,27,4,12,0,0,0,0,0,0,8,4,13,17,0,0,0,0,-2.038,85.0612,4,0,0,0,0,0,0,0,4,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16.08
[Nd+3]<-OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O,O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Nd,60,6,3,f,1.14,0,3,0,0,0,0,0,0,0,-1.137167309,10.6142341,0,0.153777601,524.59,500.398,522.0491725,151,1,0.555555556,0.814814815,1.037037037,0,402.8143762,19.94938299,14.70383913,17.91193837,12.20128506,7.677204469,7.677204469,5.221008958,5.221008958,2.911182114,2.911182114,1.902453147,1.902453147,-0.929350649,208625.022,28.28182308,17.1882527,19.63276746,188.0827869,29.89983549,0,0,0,0,64.71603444,28.9779682,0,0,0,0,0,13.08951281,52.60655348,89.91679751,23.87722115,0,9.799819462,0,0,65.69606629,0,0,0,0,0,0,0,119.7992165,28.65187464,40.83881329,0,0,0,0,0,174.14,50.05624678,19.17814874,0,80.35585396,0,0,9.799819462,0,0,0,29.89983549,10.41816725,0,44.87599004,34.711224,0,-4.548669238,0,0,-0.790045395,0,0.714285714,27,4,12,0,0,0,0,0,0,8,4,13,17,0,0,0,0,-2.038,85.0612,4,0,0,0,0,0,0,0,4,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16.08
[Nd+3]<-OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O,O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Nd,60,6,3,f,1.14,0,3,0,0,0,0,0,0,0,-1.137167309,10.6142341,0,0.153777601,524.59,500.398,522.0491725,151,1,0.555555556,0.814814815,1.037037037,0,402.8143762,19.94938299,14.70383913,17.91193837,12.20128506,7.677204469,7.677204469,5.221008958,5.221008958,2.911182114,2.911182114,1.902453147,1.902453147,-0.929350649,208625.022,28.28182308,17.1882527,19.63276746,188.0827869,29.89983549,0,0,0,0,64.71603444,28.9779682,0,0,0,0,0,13.08951281,52.60655348,89.91679751,23.87722115,0,9.799819462,0,0,65.69606629,0,0,0,0,0,0,0,119.7992165,28.65187464,40.83881329,0,0,0,0,0,174.14,50.05624678,19.17814874,0,80.35585396,0,0,9.799819462,0,0,0,29.89983549,10.41816725,0,44.87599004,34.711224,0,-4.548669238,0,0,-0.790045395,0,0.714285714,27,4,12,0,0,0,0,0,0,8,4,13,17,0,0,0,0,-2.038,85.0612,4,0,0,0,0,0,0,0,4,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16.08
[Nd+3]<-OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O,O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Nd,60,6,3,f,1.14,0,3,0,0,0,0,0,0,0,-1.137167309,10.6142341,0,0.153777601,524.59,500.398,522.0491725,151,1,0.555555556,0.814814815,1.037037037,0,402.8143762,19.94938299,14.70383913,17.91193837,12.20128506,7.677204469,7.677204469,5.221008958,5.221008958,2.911182114,2.911182114,1.902453147,1.902453147,-0.929350649,208625.022,28.28182308,17.1882527,19.63276746,188.0827869,29.89983549,0,0,0,0,64.71603444,28.9779682,0,0,0,0,0,13.08951281,52.60655348,89.91679751,23.87722115,0,9.799819462,0,0,65.69606629,0,0,0,0,0,0,0,119.7992165,28.65187464,40.83881329,0,0,0,0,0,174.14,50.05624678,19.17814874,0,80.35585396,0,0,9.799819462,0,0,0,29.89983549,10.41816725,0,44.87599004,34.711224,0,-4.548669238,0,0,-0.790045395,0,0.714285714,27,4,12,0,0,0,0,0,0,8,4,13,17,0,0,0,0,-2.038,85.0612,4,0,0,0,0,0,0,0,4,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16.08
[Pr+3]<-OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O,O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Pr,59,6,3,f,1.13,0,2,0,0,0,0,0,0,0,-1.137167309,10.6142341,0,0.154790502,521.258,497.066,521.049102,150,0,0.555555556,0.814814815,1.037037037,0,402.8143762,19.94938299,14.7811894,18.48558332,12.20128506,7.677204469,7.677204469,5.221008958,5.221008958,2.911182114,2.911182114,1.902453147,1.902453147,-0.916363636,208625.022,28.29469436,17.20034693,19.64548119,188.5082591,29.89983549,0,0,0,0,65.16901788,28.9779682,0,0,0,0,0,13.08951281,52.60655348,90.36978095,23.87722115,0,9.799819462,0,0,65.69606629,0,0,0,0,0,0,0,119.7992165,28.65187464,41.29179673,0,0,0,0,0,174.14,50.05624678,19.17814874,0,80.8088374,0,0,9.799819462,0,0,0,29.89983549,10.41816725,0,44.87599004,34.711224,0,-4.548669238,0,0,-0.790045395,0,0.714285714,27,4,12,0,0,0,0,0,0,8,4,13,17,0,0,0,0,-2.038,85.0612,4,0,0,0,0,0,0,0,4,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15.85
[Pr+3]<-OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O,O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Pr,59,6,3,f,1.13,0,2,0,0,0,0,0,0,0,-1.137167309,10.6142341,0,0.154790502,521.258,497.066,521.049102,150,0,0.555555556,0.814814815,1.037037037,0,402.8143762,19.94938299,14.7811894,18.48558332,12.20128506,7.677204469,7.677204469,5.221008958,5.221008958,2.911182114,2.911182114,1.902453147,1.902453147,-0.916363636,208625.022,28.29469436,17.20034693,19.64548119,188.5082591,29.89983549,0,0,0,0,65.16901788,28.9779682,0,0,0,0,0,13.08951281,52.60655348,90.36978095,23.87722115,0,9.799819462,0,0,65.69606629,0,0,0,0,0,0,0,119.7992165,28.65187464,41.29179673,0,0,0,0,0,174.14,50.05624678,19.17814874,0,80.8088374,0,0,9.799819462,0,0,0,29.89983549,10.41816725,0,44.87599004,34.711224,0,-4.548669238,0,0,-0.790045395,0,0.714285714,27,4,12,0,0,0,0,0,0,8,4,13,17,0,0,0,0,-2.038,85.0612,4,0,0,0,0,0,0,0,4,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15.85
[Pr+3]<-OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O,O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Pr,59,6,3,f,1.13,0,2,0,0,0,0,0,0,0,-1.137167309,10.6142341,0,0.154790502,521.258,497.066,521.049102,150,0,0.555555556,0.814814815,1.037037037,0,402.8143762,19.94938299,14.7811894,18.48558332,12.20128506,7.677204469,7.677204469,5.221008958,5.221008958,2.911182114,2.911182114,1.902453147,1.902453147,-0.916363636,208625.022,28.29469436,17.20034693,19.64548119,188.5082591,29.89983549,0,0,0,0,65.16901788,28.9779682,0,0,0,0,0,13.08951281,52.60655348,90.36978095,23.87722115,0,9.799819462,0,0,65.69606629,0,0,0,0,0,0,0,119.7992165,28.65187464,41.29179673,0,0,0,0,0,174.14,50.05624678,19.17814874,0,80.8088374,0,0,9.799819462,0,0,0,29.89983549,10.41816725,0,44.87599004,34.711224,0,-4.548669238,0,0,-0.790045395,0,0.714285714,27,4,12,0,0,0,0,0,0,8,4,13,17,0,0,0,0,-2.038,85.0612,4,0,0,0,0,0,0,0,4,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15.85
[Pr+3]<-OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O,O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Pr,59,6,3,f,1.13,0,2,0,0,0,0,0,0,0,-1.137167309,10.6142341,0,0.154790502,521.258,497.066,521.049102,150,0,0.555555556,0.814814815,1.037037037,0,402.8143762,19.94938299,14.7811894,18.48558332,12.20128506,7.677204469,7.677204469,5.221008958,5.221008958,2.911182114,2.911182114,1.902453147,1.902453147,-0.916363636,208625.022,28.29469436,17.20034693,19.64548119,188.5082591,29.89983549,0,0,0,0,65.16901788,28.9779682,0,0,0,0,0,13.08951281,52.60655348,90.36978095,23.87722115,0,9.799819462,0,0,65.69606629,0,0,0,0,0,0,0,119.7992165,28.65187464,41.29179673,0,0,0,0,0,174.14,50.05624678,19.17814874,0,80.8088374,0,0,9.799819462,0,0,0,29.89983549,10.41816725,0,44.87599004,34.711224,0,-4.548669238,0,0,-0.790045395,0,0.714285714,27,4,12,0,0,0,0,0,0,8,4,13,17,0,0,0,0,-2.038,85.0612,4,0,0,0,0,0,0,0,4,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15.85
[Pr+3]<-OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O,O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Pr,59,6,3,f,1.13,0,2,0,0,0,0,0,0,0,-1.137167309,10.6142341,0,0.154790502,521.258,497.066,521.049102,150,0,0.555555556,0.814814815,1.037037037,0,402.8143762,19.94938299,14.7811894,18.48558332,12.20128506,7.677204469,7.677204469,5.221008958,5.221008958,2.911182114,2.911182114,1.902453147,1.902453147,-0.916363636,208625.022,28.29469436,17.20034693,19.64548119,188.5082591,29.89983549,0,0,0,0,65.16901788,28.9779682,0,0,0,0,0,13.08951281,52.60655348,90.36978095,23.87722115,0,9.799819462,0,0,65.69606629,0,0,0,0,0,0,0,119.7992165,28.65187464,41.29179673,0,0,0,0,0,174.14,50.05624678,19.17814874,0,80.8088374,0,0,9.799819462,0,0,0,29.89983549,10.41816725,0,44.87599004,34.711224,0,-4.548669238,0,0,-0.790045395,0,0.714285714,27,4,12,0,0,0,0,0,0,8,4,13,17,0,0,0,0,-2.038,85.0612,4,0,0,0,0,0,0,0,4,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15.85
[Sm+3]<-OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O,O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Sm,62,6,3,f,1.17,0,5,0,0,0,0,0,0,0,-1.137167309,10.6142341,0,0.151955322,530.71,506.518,532.0611816,153,1,0.555555556,0.814814815,1.037037037,0,402.8143762,19.94938299,14.61208742,17.23148948,12.20128506,7.677204469,7.677204469,5.221008958,5.221008958,2.911182114,2.911182114,1.902453147,1.902453147,-0.942337662,208625.022,28.26895193,17.17615922,19.620054,187.6596207,29.89983549,0,0,0,0,64.26556197,28.9779682,0,0,0,0,0,13.08951281,52.60655348,89.46632504,23.87722115,0,9.799819462,0,0,65.69606629,0,0,0,0,0,0,0,119.7992165,28.65187464,40.38834082,0,0,0,0,0,174.14,50.05624678,19.17814874,0,79.90538149,0,0,9.799819462,0,0,0,29.89983549,10.41816725,0,44.87599004,34.711224,0,-4.548669238,0,0,-0.790045395,0,0.714285714,27,4,12,0,0,0,0,0,0,8,4,13,17,0,0,0,0,-2.038,85.0612,4,0,0,0,0,0,0,0,4,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16.54
[Sm+3]<-OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O,O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Sm,62,6,3,f,1.17,0,5,0,0,0,0,0,0,0,-1.137167309,10.6142341,0,0.151955322,530.71,506.518,532.0611816,153,1,0.555555556,0.814814815,1.037037037,0,402.8143762,19.94938299,14.61208742,17.23148948,12.20128506,7.677204469,7.677204469,5.221008958,5.221008958,2.911182114,2.911182114,1.902453147,1.902453147,-0.942337662,208625.022,28.26895193,17.17615922,19.620054,187.6596207,29.89983549,0,0,0,0,64.26556197,28.9779682,0,0,0,0,0,13.08951281,52.60655348,89.46632504,23.87722115,0,9.799819462,0,0,65.69606629,0,0,0,0,0,0,0,119.7992165,28.65187464,40.38834082,0,0,0,0,0,174.14,50.05624678,19.17814874,0,79.90538149,0,0,9.799819462,0,0,0,29.89983549,10.41816725,0,44.87599004,34.711224,0,-4.548669238,0,0,-0.790045395,0,0.714285714,27,4,12,0,0,0,0,0,0,8,4,13,17,0,0,0,0,-2.038,85.0612,4,0,0,0,0,0,0,0,4,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16.54
[Sm+3]<-OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O,O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Sm,62,6,3,f,1.17,0,5,0,0,0,0,0,0,0,-1.137167309,10.6142341,0,0.151955322,530.71,506.518,532.0611816,153,1,0.555555556,0.814814815,1.037037037,0,402.8143762,19.94938299,14.61208742,17.23148948,12.20128506,7.677204469,7.677204469,5.221008958,5.221008958,2.911182114,2.911182114,1.902453147,1.902453147,-0.942337662,208625.022,28.26895193,17.17615922,19.620054,187.6596207,29.89983549,0,0,0,0,64.26556197,28.9779682,0,0,0,0,0,13.08951281,52.60655348,89.46632504,23.87722115,0,9.799819462,0,0,65.69606629,0,0,0,0,0,0,0,119.7992165,28.65187464,40.38834082,0,0,0,0,0,174.14,50.05624678,19.17814874,0,79.90538149,0,0,9.799819462,0,0,0,29.89983549,10.41816725,0,44.87599004,34.711224,0,-4.548669238,0,0,-0.790045395,0,0.714285714,27,4,12,0,0,0,0,0,0,8,4,13,17,0,0,0,0,-2.038,85.0612,4,0,0,0,0,0,0,0,4,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16.54
