metal_symbol,metal_formal_charge_smiles,atomic_number,period,group_number,block,metal_series,pauling_electronegativity,metal_formal_charge_smiles,d_electron_count_proxy,f_electron_count_proxy,s_electron_count_proxy,p_electron_count_proxy,encoded_metal_donor_count,encoded_O_donor_count,encoded_N_donor_count,encoded_S_donor_count,encoded_P_donor_count,smiles,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,logK
Ni,2,28,4,10,d,Transition metal,1.91,2,8,0,0,0,2,0,2,0,0,[H]C1([H])C([H])([H])N([H])([H])->[Ni+2]<-N1([H])[H],2.243055556,1.291666667,2.243055556,1.291666667,0.379286935,118.793,110.729,118.002994,34,0,1.2,1.8,2,,2.083333333,6106.4986,3.535533906,2.885141867,3.872754582,2.5,1.681644953,2.822041886,0.940958414,2.076545058,0.498312051,1.534075617,0.263523138,1.086533734,0.413506494,22.88643539,3.598229649,1.754801159,0.877250025,37.53145761,0,0,0,0,0,36.74900205,0,0,0,0,0,0,0,0,14.86467319,0,0,0,8.794816047,0,13.08951281,0,0,0,8.794816047,0,0,0,13.08951281,14.86467319,0,0,0,0,0,0,34.2,0,0,0,0,0,0,13.08951281,14.86467319,0,8.794816047,0,4.486111111,1.680555556,0,0,0,0,0,0,2.583333333,0,1,5,4,2,0,1,1,0,0,0,2,2,3,0,0,0,0,1,-1.0987,18.1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49
Hg,2,80,6,12,d,Transition metal,2,2,10,0,0,0,2,0,2,0,0,[H]C1([H])C([H])([H])N([H])([H])->[Hg+2]<-N1([H])[H],2.527777778,-0.280864198,2.527777778,0.280864198,0.518976702,260.69,252.626,262.0382941,26,0,1.2,1.8,2,,2.083333333,6106.4986,3.535533906,3.276020882,8.773750924,2.5,2.132993162,8.481225001,1.390402799,7.711857261,0.90824829,6.674019006,0.589255651,5.170697352,0.855064935,22.88643539,4.025857234,2.104723288,1.154419333,44.61740152,0,0,0,0,0,44.42727489,0,0,0,0,0,0,0,0,25.17625664,0,0,0,6.161505434,0,13.08951281,0,0,0,6.161505434,0,0,0,13.08951281,25.17625664,0,0,0,0,0,0,34.2,0,0,0,25.17625664,0,0,13.08951281,0,0,6.161505434,0,5.055555556,-0.280864198,0,0,0,0,0,0,2.836419753,0,1,5,4,2,0,1,1,0,0,0,2,2,3,0,0,0,0,1,-1.0987,18.1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.23
Pb,2,82,6,14,p,Post-transition metal,1.87,2,0,0,2,0,2,0,2,0,0,[H]C1([H])C([H])([H])N([H])([H])->[Pb+2]<-N1([H])[H],2.5,-0.089506173,2.5,0.089506173,0.502345214,267.3,259.236,268.0443032,28,0,1.2,1.8,2,,2.083333333,6106.4986,3.535533906,3.068914101,6.956396294,2.5,1.89384685,6.382724632,1.152265226,5.622208544,0.691044062,4.768059633,0.416666667,3.656235161,0.842077922,22.88643539,4.013249894,2.094254324,1.145958909,44.38545774,0,0,0,0,0,44.17456489,0,0,0,0,0,0,0,0,0,24.83238739,0,0,6.252664682,0,13.08951281,0,0,0,6.252664682,0,0,0,37.9219002,0,0,0,0,0,0,0,34.2,0,0,0,24.83238739,0,0,13.08951281,0,0,6.252664682,0,5,-0.089506173,0,0,0,0,0,0,2.811728395,0,1,5,4,2,0,1,1,0,0,0,2,2,3,0,0,0,0,1,-1.477,23.8628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07
Cd,2,48,5,12,d,Transition metal,1.69,2,10,0,0,0,2,0,2,0,0,[H]C1([H])C([H])([H])N([H])([H])->[Cd+2]<-N1([H])[H],2.515555556,-0.196666667,2.515555556,0.196666667,0.435399472,172.512,164.448,173.9710096,26,0,1.2,1.8,2,,2.083333333,6106.4986,3.535533906,3.276020882,7.312330591,2.5,2.132993162,6.793722156,1.390402799,6.031472445,0.90824829,5.141347432,0.589255651,3.952847075,0.842077922,22.88643539,4.013249894,2.094254324,1.145958909,44.38545774,0,0,0,0,0,44.17456489,0,0,0,0,0,0,0,0,24.83238739,0,0,0,6.252664682,0,13.08951281,0,0,0,6.252664682,0,0,0,13.08951281,24.83238739,0,0,0,0,0,0,34.2,0,0,0,24.83238739,0,0,13.08951281,0,0,6.252664682,0,5.031111111,-0.196666667,0,0,0,0,0,0,2.825555556,0,1,5,4,2,0,1,1,0,0,0,2,2,3,0,0,0,0,1,-1.0987,18.1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54
Fe,2,26,4,8,d,Transition metal,1.83,2,6,0,0,0,2,0,2,0,0,[H]C1([H])C([H])([H])N([H])([H])->[Fe+2]<-N1([H])[H],2.305555556,1.25,2.305555556,1.25,0.376595759,115.945,107.881,116.0025886,32,0,1.2,1.8,2,,2.083333333,6106.4986,3.535533906,2.922467491,4.026652074,2.5,1.724744871,2.999747404,0.983876534,2.253500999,0.537457479,1.695476349,0.294627825,1.214781645,0.439480519,22.88643539,3.623321604,1.775019021,0.892918893,37.90263678,0,0,0,0,0,37.14856789,0,0,0,0,0,0,0,0,15.39281151,0,0,0,8.666243568,0,13.08951281,0,0,0,8.666243568,0,0,0,13.08951281,15.39281151,0,0,0,0,0,0,34.2,0,0,0,0,0,0,28.48232432,0,0,8.666243568,0,4.611111111,1.25,0,0,0,0,0,0,2.638888889,0,1,5,4,2,0,1,1,0,0,0,2,2,3,0,0,0,0,1,-1.0987,18.1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33
Mg,2,12,3,2,s,Alkaline earth metal,1.31,2,0,0,0,0,2,0,2,0,0,[H]C1([H])C([H])([H])N([H])([H])->[Mg+2]<-N1([H])[H],2.444444444,0.293209877,2.444444444,0.293209877,0.335981951,84.405,76.341,84.0526928,26,6,1.2,1.8,2,,2.083333333,6106.4986,3.535533906,3.276020882,4.690234444,2.5,2.132993162,3.765986324,1.390402799,3.016507858,0.90824829,2.391411538,0.589255651,1.767766953,0.686233766,22.88643539,3.862097095,1.969428757,1.045832508,41.71338239,0,0,0,0,0,41.26915151,0,0,0,0,0,0,0,0,0,20.89825696,0,0,7.28138174,0,13.08951281,0,0,0,7.28138174,0,0,0,33.98776977,0,0,0,0,0,0,0,34.2,0,0,0,0,20.89825696,0,13.08951281,0,0,7.28138174,0,4.888888889,0.293209877,0,0,0,0,0,0,2.762345679,0,1,5,4,2,0,1,1,0,0,0,2,2,3,0,0,0,0,1,-1.477,23.8628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37
Ca,2,20,4,2,s,Alkaline earth metal,1,2,0,0,0,0,2,0,2,0,0,[H]C1([H])C([H])([H])N([H])([H])->[Ca+2]<-N1([H])[H],2.493055556,-0.041666667,2.493055556,0.041666667,0.348290828,100.178,92.114,100.0302421,26,6,1.2,1.8,2,,2.083333333,6106.4986,3.535533906,3.276020882,5.484390048,2.5,2.132993162,4.682998227,1.390402799,3.929651728,0.90824829,3.224286032,0.589255651,2.42956329,1.17974026,22.88643539,4.341559359,2.369551368,1.371357956,50.87953816,0,0,0,0,0,51.2748779,0,0,0,0,0,0,0,0,0,34.57670046,0,0,3.608664622,0,13.08951281,0,0,0,3.608664622,0,0,0,47.66621328,0,0,0,0,0,0,0,34.2,0,0,0,34.57670046,0,0,13.08951281,0,0,3.608664622,0,4.986111111,-0.041666667,0,0,0,0,0,0,2.805555556,0,1,5,4,2,0,1,1,0,0,0,2,2,3,0,0,0,0,1,-1.477,23.8628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09
Mn,2,25,4,7,d,Transition metal,1.55,2,5,0,0,0,2,0,2,0,0,[H]C1([H])C([H])([H])N([H])([H])->[Mn+2]<-N1([H])[H],2.336805556,1.034722222,2.336805556,1.034722222,0.375746807,115.038,106.974,115.0056962,31,1,1.2,1.8,2,,2.083333333,6106.4986,3.535533906,2.946878574,4.127301546,2.5,1.752932361,3.115967403,1.011945127,2.369230771,0.563058718,1.801032964,0.314970394,1.298656204,0.439480519,22.88643539,3.623321604,1.775019021,0.892918893,37.90263678,0,0,0,0,0,37.14856789,0,0,0,0,0,0,0,0,15.39281151,0,0,0,8.666243568,0,13.08951281,0,0,0,8.666243568,0,0,0,13.08951281,15.39281151,0,0,0,0,0,0,34.2,0,0,0,0,0,15.39281151,13.08951281,0,0,8.666243568,0,4.673611111,1.034722222,0,0,0,0,0,0,2.666666667,0,1,5,4,2,0,1,1,0,0,0,2,2,3,0,0,0,0,1,-1.0987,18.1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78
Co,2,27,4,9,d,Transition metal,1.88,2,7,0,0,0,2,0,2,0,0,[H]C1([H])C([H])([H])N([H])([H])->[Co+2]<-N1([H])[H],2.274305556,1.305555556,2.274305556,1.305555556,0.405699134,119.033,110.969,119.0008461,33,1,1.2,1.8,2,,2.083333333,6106.4986,3.535533906,2.902247434,3.943282643,2.5,1.70139676,2.903480676,0.960626907,2.157640332,0.516251597,1.608042258,0.277777778,1.145307118,0.426493506,22.88643539,3.610774571,1.76490398,0.885073878,37.71633405,0,0,0,0,0,36.94797157,0,0,0,0,0,0,0,0,15.12752262,0,0,0,8.730936138,0,13.08951281,0,0,0,8.730936138,0,0,0,13.08951281,15.12752262,0,0,0,0,0,0,34.2,0,0,0,0,0,0,28.21703543,0,0,8.730936138,0,4.548611111,1.465277778,0,0,0,0,0,0,2.611111111,0,1,5,4,2,0,1,1,0,0,0,2,2,3,0,0,0,0,1,-1.0987,18.1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.72
Cr,2,24,4,6,d,Transition metal,1.66,2,4,0,0,0,2,0,2,0,0,[H]C1([H])C([H])([H])N([H])([H])->[Cr+2]<-N1([H])[H],2.368055556,0.819444444,2.368055556,0.819444444,0.398756277,112.096,104.032,112.0081586,30,0,1.2,1.8,2,,2.083333333,6106.4986,3.535533906,2.977162391,4.252164924,2.5,1.787901102,3.260147213,1.046766366,2.512802419,0.594819017,1.93198403,0.340206909,1.402709019,0.452467532,22.88643539,3.635870734,1.785146205,0.900784943,38.09036579,0,0,0,0,0,37.35079115,0,0,0,0,0,0,0,0,15.66054107,0,0,0,8.600737269,0,13.08951281,0,0,0,8.600737269,0,0,0,13.08951281,15.66054107,0,0,0,0,0,0,34.2,0,0,0,0,0,15.66054107,13.08951281,0,0,8.600737269,0,4.736111111,0.819444444,0,0,0,0,0,0,2.694444444,0,1,5,4,2,0,1,1,0,0,0,2,2,3,0,0,0,0,1,-1.0987,18.1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32
Zn,2,30,4,12,d,Transition metal,1.65,2,10,0,0,0,2,0,2,0,0,[H]C1([H])C([H])([H])N([H])([H])->[Zn+2]<-N1([H])[H],2.493055556,-0.041666667,2.493055556,0.041666667,0.385761282,125.49,117.426,123.9967933,26,0,1.2,1.8,2,,2.083333333,6106.4986,3.535533906,3.276020882,6.243148715,2.5,2.132993162,5.559137268,1.390402799,4.802095141,0.90824829,4.020037818,0.589255651,3.061862178,0.543376623,22.88643539,3.723772088,1.856370244,0.956425877,39.44440479,0,0,0,0,0,38.81191888,0,0,0,0,0,0,0,0,17.60308251,0,0,0,8.119323553,0,13.08951281,0,0,0,8.119323553,0,0,0,13.08951281,17.60308251,0,0,0,0,0,0,34.2,0,0,0,17.60308251,0,0,13.08951281,0,0,8.119323553,0,4.986111111,-0.041666667,0,0,0,0,0,0,2.805555556,0,1,5,4,2,0,1,1,0,0,0,2,2,3,0,0,0,0,1,-1.0987,18.1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.83
Co,2,27,4,9,d,Transition metal,1.88,2,7,0,0,0,2,1,1,0,0,[H]c1c([H])c([H])c(C([H])([H])C2([H])C(=O)[O-]->[Co+2]<-N2([H])[H])c([H])c1[H],11.1173571,-0.107543462,11.1173571,0.053333333,0.707845243,223.117,213.037,223.0038,71,1,1.384615385,2.153846154,2.769230769,,2.02002725,7138.462264,9.096011838,6.89838858,7.939423788,6.360173345,4.031274895,5.057317697,2.872971284,3.677857794,1.88701865,2.779693104,1.202617335,1.987318779,-0.683506494,1686.081797,8.894695315,4.016577842,2.161649702,82.97580578,0,0,0,0,0,82.57468068,0,0,0,0,0,0,0,0,23.88195804,5.969305288,0,0,4.365468069,12.46266245,0,35.89528683,0,0,8.214946336,0,0,0,12.01114612,26.45330139,0,5.563451492,30.33183534,0,0,0,45.47,0,4.794537184,0,12.01114612,0,21.65876421,5.563451492,0,34.69730341,0,3.849478267,6.706606434,0.71848728,11.1173571,0,1.177962963,-0.107543462,9.923044041,0.755752315,0,0,0.222222222,13,2,3,0,1,1,1,0,1,3,1,4,2,0,0,0,2,-0.6962,43.1284,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63
Fe,3,26,4,8,d,Transition metal,1.83,3,5,0,0,0,2,1,1,0,0,[H]c1c([H])c([H])c(C([H])([H])C2([H])C(=O)[O-]->[Fe+3]<-N2([H])[H])c([H])c1[H],11.1251696,-0.093654573,11.1251696,0.039444444,0.658117314,220.029,209.949,220.0049939,69,1,1.384615385,2.153846154,2.769230769,,2.02002725,7138.462264,9.096011838,6.918608637,8.02279322,6.360173345,4.051203755,5.139486489,2.888604618,3.742315682,1.904357092,2.851181332,1.217858615,2.050160182,-0.670519481,1686.081797,8.907140937,4.025277915,2.167526245,83.16548886,0,0,0,0,0,82.77865736,0,0,0,0,0,0,0,0,24.118281,5.969305288,0,0,4.333121784,12.46266245,0,35.89528683,0,0,8.152311341,0,0,0,12.01114612,26.71991306,0,5.563451492,30.33183534,0,0,0,45.47,0,4.794537184,0,12.01114612,15.50455426,6.420821623,5.563451492,0,34.66495713,0,3.819189557,6.769106434,0.468584892,11.1251696,0,1.182962963,-0.093654573,9.95093254,0.763564815,0,0,0.222222222,13,2,3,0,1,1,1,0,1,3,1,4,2,0,0,0,2,-0.6962,43.1284,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.82
Th,4,90,7,3,f,Actinide,1.3,4,0,0,0,0,2,1,1,0,0,[H]c1c([H])c([H])c(C([H])([H])C2([H])C(=O)[O-]->[Th+4]<-N2([H])[H])c([H])c1[H],11.17746551,-1.204231093,11.17746551,0.000684051,0.707018203,396.222,386.142,396.1075631,64,0,1.384615385,2.153846154,2.769230769,,2.02002725,7138.462264,9.096011838,7.065055246,11.17482748,6.360173345,4.195541322,8.246126911,3.00183124,6.179341664,2.029933198,5.554010625,1.328245722,4.426070056,0.134675325,1686.081797,9.680638201,4.574711466,2.54390875,97.76045496,0,0,0,0,0,98.65546422,0,0,0,0,0,0,0,0,42.81093334,5.969305288,0,0,1.517276299,12.46266245,0,35.89528683,0,0,2.691909813,0,0,0,12.01114612,11.21535881,36.84176265,5.563451492,30.33183534,0,0,0,45.47,36.84176265,4.794537184,0,12.01114612,0,6.420821623,5.563451492,0,18.19910121,13.65001044,1.174633513,7.187473781,-1.204231093,11.17746551,0,1.216432351,-0.000684051,10.13761474,0.815860733,0,0,0.222222222,13,2,3,0,1,1,1,0,1,3,1,4,2,0,0,0,2,-0.6937,43.1284,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.74
Ni,2,28,4,10,d,Transition metal,1.91,2,8,0,0,0,2,1,1,0,0,[H]c1c([H])c([H])c(C([H])([H])C2([H])C(=O)[O-]->[Ni+2]<-N2([H])[H])c([H])c1[H],11.1095446,-0.121432351,11.1095446,0.067222222,0.661849777,222.877,212.797,222.0059479,72,0,1.384615385,2.153846154,2.769230769,,2.02002725,7138.462264,9.096011838,6.881283012,7.868895727,6.360173345,4.014415673,4.987805342,2.859745948,3.623328337,1.872350844,2.719216189,1.189723666,1.93415682,-0.696493506,1686.081797,8.882250706,4.007883101,2.155779474,82.78757411,0,0,0,0,0,82.37235594,0,0,0,0,0,0,0,0,23.64769334,5.969305288,0,0,4.397408024,12.46266245,0,35.89528683,0,0,8.276790275,0,0,0,12.01114612,26.18913272,0,5.563451492,30.33183534,0,0,0,45.47,0,4.794537184,0,12.01114612,0,21.39459553,5.563451492,0,34.72924337,0,3.879382251,6.644106434,0.968389668,11.1095446,0,1.172962963,-0.121432351,9.895155541,0.747939815,0,0,0.222222222,13,2,3,0,1,1,1,0,1,3,1,4,2,0,0,0,2,-0.6962,43.1284,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6
Zn,2,30,4,12,d,Transition metal,1.65,2,10,0,0,0,2,1,1,0,0,[H]c1c([H])c([H])c(C([H])([H])C2([H])C(=O)[O-]->[Zn+2]<-N2([H])[H])c([H])c1[H],11.1720446,-1.030829436,11.1720446,0.01032124,0.6703409,229.574,219.494,227.9997472,64,0,1.384615385,2.153846154,2.769230769,,2.02002725,7138.462264,9.096011838,7.272162028,10.23928986,6.360173345,4.399665467,7.324062386,3.161957865,5.456021646,2.207524629,4.751799017,1.484356667,3.720889567,-0.566623377,1686.081797,9.006742087,4.095069286,2.214765076,84.73520448,0,0,0,0,0,84.46995595,0,0,0,0,0,0,0,0,26.0830396,5.969305288,0,0,4.059661776,12.46266245,0,35.89528683,0,0,7.622635058,0,0,0,12.01114612,28.94088794,0,5.563451492,30.33183534,0,0,0,45.47,17.72552913,4.794537184,0,12.01114612,0,6.420821623,5.563451492,0,30.33183534,4.059661776,3.562973282,7.144106434,-1.030829436,11.1720446,0,1.212962963,-0.01032124,10.11826353,0.810439815,0,0,0.222222222,13,2,3,0,1,1,1,0,1,3,1,4,2,0,0,0,2,-0.6962,43.1284,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05
Pd,2,46,5,10,d,Transition metal,2.2,2,8,0,0,0,2,1,1,0,0,[H]c1c([H])c([H])c(C([H])([H])C2([H])C(=O)[O-]->[Pd+2]<-N2([H])[H])c([H])c1[H],11.1376696,-0.071432351,11.1376696,0.017222222,0.71025606,270.604,260.524,269.974091,72,0,1.384615385,2.153846154,2.769230769,,2.02002725,7138.462264,9.096011838,6.881283012,8.43588394,6.360173345,4.014415673,5.546628108,2.859745948,4.061700795,1.872350844,3.205401371,1.189723666,2.361535707,-0.527662338,1686.081797,9.044108911,4.121327875,2.232582967,85.34779619,0,0,0,0,0,85.13146484,0,0,0,0,0,0,0,0,26.85386056,5.969305288,0,0,3.950349706,12.46266245,0,35.89528683,0,0,7.410839047,0,0,0,12.01114612,29.81419284,0,5.563451492,30.33183534,0,0,0,45.47,0,4.794537184,0,30.60998015,0,6.420821623,5.563451492,0,34.28218505,0,3.460489341,6.869106434,0.068741071,11.1376696,0,1.190962963,-0.071432351,9.995554138,0.776064815,0,0,0.222222222,13,2,3,0,1,1,1,0,1,3,1,4,2,0,0,0,2,-0.6962,43.1284,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.96
