metal_symbol,metal_formal_charge_smiles,atomic_number,period,group_number,block,metal_series,pauling_electronegativity,metal_formal_charge_smiles,d_electron_count_proxy,f_electron_count_proxy,s_electron_count_proxy,p_electron_count_proxy,encoded_metal_donor_count,encoded_O_donor_count,encoded_N_donor_count,encoded_S_donor_count,encoded_P_donor_count,smiles,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,logK
U,2,92,7,3,f,Actinide,1.38,2,1,3,0,0,1,1,0,0,0,[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[U+2],10.51329649,-1.063675359,10.51329649,0.024651303,0.519408253,382.155,374.091,382.0930469,60,0,1.272727273,1.818181818,2.272727273,,3.143335602,1474.659408,8.690234444,5.961420287,10.12510981,5.16390246,3.227727507,4.927546639,2.05318579,2.903095355,1.125637131,2.073588076,0.589706171,1.014660954,0.151948052,220.6587825,11.15194805,6.837148363,8.054620834,84.29325138,0,0,0,0,0,84.47486941,0,0,0,0,0,0,0,0,46.85297235,11.93861058,0,0,0,25.68328649,0,0,0,0,7.347678592,0,0,0,11.93861058,9.589074368,29.91621939,25.68328649,0,0,0,0,68.5,5.969305288,14.69560176,0,42.3063463,19.26246487,0,0,0,0,2.241151197,0,4.523629535,0.219238846,20.40784258,9.894546092,0,-1.29130102,0,1.405907916,0,0,0.666666667,11,0,4,0,0,0,0,0,0,4,0,5,5,0,0,0,0,-1.9534,28.482,2,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.9
Er,3,68,6,3,f,Lanthanide,1.24,3,0,11,0,0,1,1,0,0,0,[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Er+3],10.45037132,-1.079406652,10.45037132,0.004104308,0.554153701,311.386,303.322,309.9720033,67,1,1.272727273,1.818181818,2.272727273,,3.143335602,1474.659408,8.690234444,5.750095421,7.602292383,5.16390246,3.141454492,3.897610736,2.010049282,2.388127404,1.077524609,1.499215959,0.568137917,0.757176978,0.346753247,220.6587825,11.34675325,7.020732497,8.251210875,89.19818857,0,0,0,0,0,89.74333612,0,0,0,0,0,0,0,0,52.12143905,11.93861058,0,0,0,25.68328649,0,0,0,0,6.603921563,0,0,0,11.93861058,9.589074368,35.92844312,25.68328649,0,0,0,0,68.5,5.969305288,14.69560176,0,18.81094853,12.84164325,0,0,0,35.92844312,1.497394168,0,4.271928855,1.844836021,20.33248774,9.882116428,0,-1.418899282,0,1.254196901,0,0,0.666666667,11,0,4,0,0,0,0,0,0,4,0,5,5,0,0,0,0,-1.9534,28.482,2,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.38
Gd,3,64,6,3,f,Lanthanide,1.2,3,0,7,0,0,1,1,0,0,0,[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Gd+3],10.47814909,-1.072462207,10.47814909,0.013174603,0.554199507,301.376,293.312,301.9658141,63,1,1.272727273,1.818181818,2.272727273,,3.143335602,1474.659408,8.690234444,5.814973677,8.083442407,5.16390246,3.167940929,4.09403941,2.023292501,2.486341741,1.0922955,1.608759819,0.574759526,0.806284147,0.424675325,220.6587825,11.42467532,7.094268151,8.329829028,91.27931149,0,0,0,0,0,91.98276305,0,0,0,0,0,0,0,0,54.36086598,11.93861058,0,0,0,25.68328649,0,0,0,0,6.281160908,0,0,0,11.93861058,9.589074368,38.4906307,25.68328649,0,0,0,0,68.5,5.969305288,14.69560176,0,18.81094853,12.84164325,38.4906307,0,0,0,1.174633513,0,4.383039966,1.127230061,20.36575249,9.887603397,0,-1.362572121,0,1.32116843,0,0,0.666666667,11,0,4,0,0,0,0,0,0,4,0,5,5,0,0,0,0,-1.9534,28.482,2,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.44
Cu,2,29,4,11,d,Transition metal,1.9,2,9,0,0,0,1,1,0,0,0,[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Cu+2],10.36182965,-1.101542068,10.36182965,0.024807256,0.38863128,207.672,199.608,206.9718562,67,1,1.272727273,1.818181818,2.272727273,,3.143335602,1474.659408,8.690234444,5.762931631,6.704583408,5.16390246,3.146694853,3.531122581,2.012669463,2.204883327,1.08044704,1.294833748,0.569448007,0.665554939,-0.380519481,220.6587825,10.61948052,6.33734367,7.516924023,73.05756516,0,0,0,0,0,72.47917596,0,0,0,0,0,0,0,0,34.8572789,11.93861058,0,0,0,25.68328649,0,0,0,0,8.925716952,0,0,0,11.93861058,25.93156195,0,25.68328649,0,0,0,0,68.5,11.93861058,14.69560176,0,12.84164325,12.84164325,0,0,0,0,20.16167713,0,3.917762188,4.132205019,20.22645636,9.864626716,0,-1.598442106,0,1.040725151,0,0,0.666666667,11,0,4,0,0,0,0,0,0,4,0,5,5,0,0,0,0,-1.9559,28.482,2,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.47
Cd,2,48,5,12,d,Transition metal,1.69,2,10,0,0,0,1,1,0,0,0,[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Cd+2],10.51370465,-1.063573318,10.51370465,0.02478458,0.423844832,256.538,248.474,257.9456172,58,0,1.272727273,1.818181818,2.272727273,,3.143335602,1474.659408,8.690234444,6.168527068,10.20483678,5.16390246,3.312278497,4.960095035,2.095461284,2.919369554,1.172789319,2.091739585,0.610843918,1.022798053,0.022077922,220.6587825,11.02207792,6.714968326,7.923524042,81.2596981,0,0,0,0,0,81.22448494,0,0,0,0,0,0,0,0,43.60258787,11.93861058,0,0,0,25.68328649,0,0,0,0,7.79365122,0,0,0,11.93861058,35.80893665,0,25.68328649,0,0,0,0,68.5,5.969305288,14.69560176,0,38.60998919,19.26246487,0,0,0,0,2.687123826,0,4.525262188,0.208694432,20.40833136,9.894626716,0,-1.290473356,0,1.406891988,0,0,0.666666667,11,0,4,0,0,0,0,0,0,4,0,5,5,0,0,0,0,-1.9559,28.482,2,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.79
Ni,2,28,4,10,d,Transition metal,1.91,2,8,0,0,0,1,1,0,0,0,[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Ni+2],10.37745465,-1.097635818,10.37745465,0.019705215,0.384457346,202.819,194.755,201.9776016,66,0,1.272727273,1.818181818,2.272727273,,3.143335602,1474.659408,8.690234444,5.777648053,6.765260768,5.16390246,3.152702807,3.55589401,2.015673439,2.217269041,1.083797541,1.308648218,0.570949996,0.671747796,-0.406493506,220.6587825,10.59350649,6.31304258,7.490680823,72.59080618,0,0,0,0,0,71.98403031,0,0,0,0,0,0,0,0,34.36213324,11.93861058,0,0,0,25.68328649,0,0,0,0,8.985909646,0,0,0,11.93861058,25.3762236,0,25.68328649,0,0,0,0,68.5,11.93861058,14.69560176,0,12.84164325,12.84164325,0,0,0,0,19.66653148,0,3.980262188,3.728551666,20.24516778,9.867713136,0,-1.566758078,0,1.078396636,0,0,0.666666667,11,0,4,0,0,0,0,0,0,4,0,5,5,0,0,0,0,-1.9559,28.482,2,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.5
Lu,3,71,6,3,d,Lanthanide,1.27,3,0,14,0,0,1,1,0,0,0,[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Lu+3],10.42953798,-1.084614985,10.42953798,0.002698413,0.553153986,319.093,311.029,318.982482,70,0,1.272727273,1.818181818,2.272727273,,3.143335602,1474.659408,8.690234444,5.719619176,7.376274502,5.16390246,3.129012617,3.805339322,2.003828345,2.341991697,1.070586055,1.447758265,0.565027448,0.734109125,0.333766234,220.6587825,11.33376623,7.008482135,8.238106873,88.85795409,0,0,0,0,0,89.37743452,0,0,0,0,0,0,0,0,51.75553745,11.93861058,0,0,0,25.68328649,0,0,0,0,6.656308957,0,0,0,11.93861058,9.589074368,35.51015412,25.68328649,0,0,0,0,68.5,5.969305288,14.69560176,0,18.81094853,12.84164325,0,0,0,0,37.05993569,0,4.188595522,2.383040491,20.30753918,9.878001202,0,-1.461144652,0,1.203968254,0,0,0.666666667,11,0,4,0,0,0,0,0,0,4,0,5,5,0,0,0,0,-1.9534,28.482,2,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.4
Zn,2,30,4,12,d,Transition metal,1.65,2,10,0,0,0,2,2,0,0,0,[H]C1=O->[Zn+2]<-[O-]C1=O,9.887152778,-1.256365741,9.887152778,0.310185185,0.219248359,138.417,137.409,136.9211625,28,0,2,2.833333333,3,,2.593550546,6993.785095,4.405777394,3.009201922,5.976329755,2.89384685,1.509975955,3.932625685,0.865742088,2.665284563,0.448784223,1.928176275,0.228180406,1.185660172,-0.076623377,33.54887502,4.09219925,1.581055607,0.699509513,42.38769777,0,0,0,0,0,41.7119351,0,0,0,0,0,0,0,0,29.45646929,12.25546581,0,0,0,0,0,0,0,0,3.562973282,0,0,0,12.25546581,25.89349601,0,0,0,0,0,0,39.67,17.84797576,4.794537184,0,5.969305288,0,6.286160523,0,0,0,6.813956353,0,8.971064815,-1.256365741,9.887152778,0,0,-0.310185185,0,1.125,0,0,0,6,0,3,0,1,1,0,0,0,3,0,4,0,0,0,0,1,-2.0673,11.071,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48
Sm,3,62,6,3,f,Lanthanide,1.17,3,0,5,0,0,2,2,0,0,0,[H]C1=O->[Sm+3]<-[O-]C1=O,9.881944444,-1.107638889,9.881944444,0.319444444,0.349775601,223.387,222.379,224.9112041,31,1,2,2.833333333,3,,2.593550546,6993.785095,4.405777394,2.710343431,5.329745495,2.89384685,1.265959019,3.404691848,0.684486484,2.273135689,0.299775182,1.605793261,0.131740019,0.97701013,0.637662338,33.54887502,4.788317787,2.078626225,1.052017548,55.92975281,0,0,0,0,0,56.44134914,0,0,0,0,0,0,0,0,44.18588333,12.25546581,0,0,0,0,0,0,0,0,1.119432547,0,0,0,12.25546581,5.60197952,37.46447126,0,0,0,0,0,39.67,37.46447126,4.794537184,0,5.969305288,0,6.286160523,0,0,0,1.926874883,0,8.929398148,-1.107638889,9.881944444,0,0,-0.319444444,0,1.115740741,0,0,0,6,0,3,0,1,1,0,0,0,3,0,4,0,0,0,0,1,-2.0648,11.071,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22
Ni,2,28,4,10,d,Transition metal,1.91,2,8,0,0,0,2,2,0,0,0,[H]C1=O->[Ni+2]<-[O-]C1=O,9.824652778,-0.421296296,9.824652778,0.421296296,0.215495379,131.72,130.712,130.9273632,36,0,2,2.833333333,3,,2.593550546,6993.785095,4.405777394,2.618322907,3.605935622,2.89384685,1.190824575,1.99720698,0.628676673,1.227656943,0.253894303,0.746312049,0.10204538,0.42074388,-0.206493506,33.54887502,3.966113532,1.494675769,0.641434349,40.40538422,0,0,0,0,0,39.57965191,0,0,0,0,0,0,0,0,27.3241861,12.25546581,0,0,0,0,0,0,0,0,3.879382251,0,0,0,12.25546581,23.44480385,0,0,0,0,0,0,39.67,5.969305288,4.794537184,0,0,15.08287462,6.286160523,0,0,0,7.446774292,0,8.471064815,0.528356481,9.824652778,0,0,-0.421296296,0,1.013888889,0,0,0,6,0,3,0,1,1,0,0,0,3,0,4,0,0,0,0,1,-2.0673,11.071,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63
Tm,3,69,6,3,f,Lanthanide,1.25,3,0,12,0,0,2,2,0,0,0,[H]C1=O->[Tm+3]<-[O-]C1=O,9.857638889,-0.413580247,9.857638889,0.362654321,0.361547856,241.961,240.953,241.925685,38,0,2,2.833333333,3,,2.593550546,6993.785095,4.405777394,2.579445239,4.358978519,2.89384685,1.159081092,2.612063931,0.605097637,1.684372243,0.234510132,1.121774698,0.089499719,0.66374768,0.533766234,33.54887502,4.686817317,2.004078716,0.997494423,53.68240822,0,0,0,0,0,53.98293221,0,0,0,0,0,0,0,0,41.7274664,12.25546581,0,0,0,0,0,0,0,0,1.549781562,0,0,0,12.25546581,6.032328535,34.1453563,0,0,0,0,0,39.67,34.1453563,4.794537184,0,5.969305288,0,6.286160523,0,0,0,2.787572913,0,8.734953704,-0.413580247,9.857638889,0,0,-0.362654321,0,1.072530864,0,0,0,6,0,3,0,1,1,0,0,0,3,0,4,0,0,0,0,1,-2.0648,11.071,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28
Eu,3,63,6,3,f,Lanthanide,1.2,3,0,6,0,0,2,2,0,0,0,[H]C1=O->[Eu+3]<-[O-]C1=O,9.878472222,-1.008487654,9.878472222,0.325617284,0.350865415,224.991,223.983,225.912702,32,0,2,2.833333333,3,,2.593550546,6993.785095,4.405777394,2.680059614,5.105154693,2.89384685,1.241232385,3.221314227,0.666119558,2.136922924,0.284675853,1.493813641,0.121967558,0.904535616,0.884415584,33.54887502,5.029671197,2.258341098,1.185563905,61.64593091,0,0,0,0,0,62.71143635,0,0,0,0,0,0,0,0,50.45597054,12.25546581,0,0,0,0,0,0,0,0,-0.006028055,0,0,0,12.25546581,4.476518918,45.98547967,0,0,0,0,0,39.67,45.98547967,4.794537184,0,5.969305288,0,6.286160523,0,0,0,-0.324046321,0,8.90162037,-1.008487654,9.878472222,0,0,-0.325617284,0,1.109567901,0,0,0,6,0,3,0,1,1,0,0,0,3,0,4,0,0,0,0,1,-2.0648,11.071,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17
Y,3,39,5,3,d,Transition metal,1.22,3,0,0,0,0,2,2,0,0,0,[H]C1=O->[Y+3]<-[O-]C1=O,9.887777778,-1.274212963,9.887777778,0.309074074,0.302971773,161.933,160.925,161.89732,28,0,2,2.833333333,3,,2.593550546,6993.785095,4.405777394,2.87944541,5.717745396,2.89384685,1.404030206,3.721492441,0.787045662,2.508454941,0.384088409,1.799247672,0.186308522,1.102216079,0.403896104,33.54887502,4.560051042,1.911879375,0.930827112,51.00611686,0,0,0,0,0,51.06122281,0,0,0,0,0,0,0,0,38.805757,12.25546581,0,0,0,0,0,0,0,0,2.051613597,0,0,0,12.25546581,36.7541434,0,0,0,0,0,0,39.67,30.21998283,4.794537184,0,5.969305288,0,6.286160523,0,0,0,3.791236984,0,8.976064815,-1.274212963,9.887777778,0,0,-0.309074074,0,1.126111111,0,0,0,6,0,3,0,1,1,0,0,0,3,0,4,0,0,0,0,1,-2.0673,11.071,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23
Ce,3,58,6,3,f,Lanthanide,1.12,3,0,1,0,0,2,2,0,0,0,[H]C1=O->[Ce+3]<-[O-]C1=O,9.888888889,-1.305941358,9.888888889,0.307098765,0.342553578,213.143,212.135,212.8969104,29,1,2,2.833333333,3,,2.593550546,6993.785095,4.405777394,2.802095141,5.942150085,2.89384685,1.340873976,3.904718102,0.74013326,2.644554831,0.345522031,1.911134498,0.161347913,1.174630535,0.676623377,33.54887502,4.826399685,2.106756805,1.072729481,56.79687008,0,0,0,0,0,57.39100023,0,0,0,0,0,0,0,0,45.13553442,12.25546581,0,0,0,0,0,0,0,0,0.951413726,0,0,0,12.25546581,5.433960699,38.75016,0,0,0,0,0,39.67,38.75016,4.794537184,0,5.969305288,0,6.286160523,0,0,0,1.590837241,0,8.984953704,-1.305941358,9.888888889,0,0,-0.307098765,0,1.12808642,0,0,0,6,0,3,0,1,1,0,0,0,3,0,4,0,0,0,0,1,-2.0648,11.071,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06
Cu,2,29,4,11,d,Transition metal,1.9,2,9,0,0,0,2,2,0,0,0,[H]C1=O->[Cu+2]<-[O-]C1=O,9.816840278,-0.435185185,9.816840278,0.435185185,0.218206099,136.573,135.565,135.9216178,37,1,2,2.833333333,3,,2.593550546,6993.785095,4.405777394,2.603606485,3.545258262,2.89384685,1.178808667,1.947664123,0.619751266,1.190856545,0.246556784,0.716058683,0.097296452,0.40116355,-0.180519481,33.54887502,3.991317163,1.511841427,0.652889839,40.79003454,0,0,0,0,0,39.9926889,0,0,0,0,0,0,0,0,27.73722309,12.25546581,0,0,0,0,0,0,0,0,3.819189557,0,0,0,12.25546581,23.91803353,0,0,0,0,0,0,39.67,5.969305288,4.794537184,0,0,0,21.90245753,0,0,0,7.326388903,0,8.408564815,0.751446759,9.816840278,0,0,-0.435185185,0,1,0,0,0,6,0,3,0,1,1,0,0,0,3,0,4,0,0,0,0,1,-2.0673,11.071,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6
Gd,3,64,6,3,f,Lanthanide,1.2,3,0,7,0,0,2,2,0,0,0,[H]C1=O->[Gd+3]<-[O-]C1=O,9.875,-0.90933642,9.875,0.331790123,0.35436682,230.277,229.269,230.9155756,33,1,2,2.833333333,3,,2.593550546,6993.785095,4.405777394,2.655648531,4.924117261,2.89384685,1.22130082,3.073497782,0.651314406,2.027124975,0.272504634,1.403549468,0.114090203,0.846115593,0.624675325,33.54887502,4.775626119,2.069270399,1.045145514,55.64366682,0,0,0,0,0,56.12816193,0,0,0,0,0,0,0,0,43.87269612,12.25546581,0,0,0,0,0,0,0,0,1.174633513,0,0,0,12.25546581,5.657180487,37.04088212,0,0,0,0,0,39.67,37.04088212,4.794537184,0,5.969305288,0,6.286160523,0,0,0,2.037276816,0,8.873842593,-0.90933642,9.875,0,0,-0.331790123,0,1.103395062,0,0,0,6,0,3,0,1,1,0,0,0,3,0,4,0,0,0,0,1,-2.0648,11.071,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16
Dy,3,66,6,3,f,Lanthanide,1.22,3,0,9,0,0,2,2,0,0,0,[H]C1=O->[Dy+3]<-[O-]C1=O,9.868055556,-0.711033951,9.868055556,0.344135802,0.357695143,235.527,234.519,236.9206465,35,1,2,2.833333333,3,,2.593550546,6993.785095,4.405777394,2.618322907,4.64730302,2.89384685,1.190824575,2.847479901,0.628676673,1.859239056,0.253894303,1.265531557,0.10204538,0.756788793,0.572727273,33.54887502,4.724871118,2.03195346,1.017818635,54.51408833,0,0,0,0,0,54.892228,0,0,0,0,0,0,0,0,42.63676219,12.25546581,0,0,0,0,0,0,0,0,1.391414842,0,0,0,12.25546581,5.873961815,35.37138554,0,0,0,0,0,39.67,35.37138554,4.794537184,0,5.969305288,0,6.286160523,0,0,0,2.470839473,0,8.818287037,-0.711033951,9.868055556,0,0,-0.344135802,0,1.091049383,0,0,0,6,0,3,0,1,1,0,0,0,3,0,4,0,0,0,0,1,-2.0648,11.071,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23
